Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,,,User_Score,User_Count
Monsters vs. Aliens,X360,2009,Action,Activision,0.12,0.03,0,0.01,0.17,,,6.6,7
Beat Down: Fists of Vengeance,PS2,2005,Action,Capcom,0.04,0.03,0.09,0.01,0.17,,,8.1,12
World Destruction League: Thunder Tanks,PS,2000,Action,3DO,0.09,0.06,0,0.01,0.17,,,1.2,6
Terminator 3: The Redemption,PS2,2004,Shooter,Atari,0.08,0.06,0,0.02,0.17,,,8,11
Reloaded,PS,1996,Action,Gremlin Interactive Ltd,0.09,0.06,0,0.01,0.17,,,,
Sword of the Samurai,PS2,N/A,Fighting,Ubisoft,0,0,0.17,0,0.17,,,,
Anarchy Reigns,X360,2012,Action,Sega,0.12,0.02,0.02,0.01,0.17,,,7.9,105
SSX On Tour,GC,2005,Sports,Electronic Arts,0.13,0.03,0,0,0.17,,,7.5,14
Bladestorm: Nightmare,PS4,2015,Action,Tecmo Koei,0.08,0.04,0.03,0.02,0.17,,,6.5,21
Fairytale Fights,X360,2009,Action,Playlogic Game Factory,0.14,0.02,0,0.01,0.17,,,6.2,12
LEGO Marvel Super Heroes,PC,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0,0.01,0.17,,,8.1,124
Hot Wheels: Beat That!,X360,2007,Racing,Activision,0.15,0,0,0.01,0.17,,,,
Ashes Cricket 2009,PS3,2009,Sports,Codemasters,0,0.15,0,0.01,0.17,,,,
James Bond 007: Everything or Nothing,GBA,2003,Shooter,Electronic Arts,0.12,0.04,0,0,0.17,,,8.3,11
Naruto Shippuden: Ultimate Ninja 5,PS2,2007,Fighting,Namco Bandai Games,0,0,0.17,0,0.17,,,,
Shrek Extra Large,GC,2002,Platform,TDK Mediactive,0.13,0.03,0,0,0.17,,,5.6,23
Final Fantasy V,PS,1998,Role-Playing,SquareSoft,0,0,0.16,0.01,0.17,,,,
World Tour Soccer 2006,PS2,2004,Sports,Sony Computer Entertainment,0.08,0.06,0,0.02,0.17,,,6,7
Gunvalkyrie,XB,2002,Shooter,Infogrames,0.13,0.04,0,0.01,0.17,,,7.3,10
Camp Rock: The Final Jam,DS,2010,Misc,Disney Interactive Studios,0.14,0.02,0,0.01,0.17,,,,
NickToons: Racing,PS,2001,Racing,Hasbro Interactive,0.09,0.06,0,0.01,0.17,,,,
Jillian Michaels Fitness Ultimatum 2011,Wii,2010,Sports,D3Publisher,0.16,0,0,0.01,0.17,,,tbd,
VR Golf '97,PS,1996,Sports,Gremlin Interactive Ltd,0.09,0.06,0,0.01,0.17,,,,
State of Emergency,XB,2003,Action,Take-Two Interactive,0.13,0.04,0,0.01,0.17,,,6.3,11
Off-World Interceptor Extreme,PS,1995,Racing,Crystal Dynamics,0.09,0.06,0,0.01,0.17,,,,
Sumikko Gurashi: Koko ga Ochitsukundesu,3DS,2014,Action,Nippon Columbia,0,0,0.17,0,0.17,,,,
Disney Golf,PS2,2002,Sports,Electronic Arts,0.07,0.06,0.02,0.02,0.17,,,8.3,7
The Naked Brothers Band: The Video Game,PS2,2008,Misc,THQ,0.08,0.06,0,0.02,0.17,,,,
Fuzion Frenzy 2,X360,2007,Misc,Microsoft Game Studios,0.14,0.01,0,0.01,0.17,,,5.2,31
Demon Gaze,PSV,2013,Role-Playing,Nippon Ichi Software,0.04,0.02,0.08,0.02,0.17,,,7.4,129
Clock Tower II: The Struggle Within,PS,1998,Adventure,Human Entertainment,0.02,0.01,0.12,0.01,0.17,,,5.7,7
Batman Beyond: Return of the Joker,PS,2000,Action,Ubisoft,0.09,0.06,0,0.01,0.17,,,4.3,7
My French Coach,DS,2007,Misc,Ubisoft,0.14,0.01,0,0.01,0.17,,,tbd,
Backyard NFL Football '10,Wii,2009,Sports,Atari,0.16,0,0,0.01,0.17,,,,
CSI: Fatal Conspiracy,X360,2010,Adventure,Ubisoft,0.11,0.04,0,0.01,0.17,,,4.8,4
Mega Man Network Transmission,GC,2003,Platform,Capcom,0.13,0.03,0,0,0.17,,,7.6,13
Densetsu no Stafi 4,DS,2006,Platform,Nintendo,0,0,0.17,0,0.17,,,,
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),PS2,2008,Role-Playing,Atlus,0,0,0.17,0,0.17,,,,
Fairytale Fights,PS3,2009,Action,Playlogic Game Factory,0.11,0.03,0,0.02,0.17,,,6,22
How to Train Your Dragon 2,X360,2014,Adventure,Little Orbit,0.05,0.1,0,0.01,0.17,,,2.9,7
Tokimeki Memorial: Private Collection,PS,1996,Misc,Konami Digital Entertainment,0,0,0.16,0.01,0.17,,,,
Magical Starsign (US sales),DS,2006,Role-Playing,Nintendo,0.14,0.02,0,0,0.17,,,,
RC Revenge Pro,PS2,2000,Racing,Acclaim Entertainment,0.08,0.06,0,0.02,0.17,,,7.6,7
G-Force,X360,2009,Action,Disney Interactive Studios,0.11,0.05,0,0.01,0.17,,,7,9
Surf's Up,Wii,2007,Sports,Ubisoft,0.15,0,0,0.01,0.17,,,tbd,
Buzz! Brain of the UK,PS3,2009,Misc,Sony Computer Entertainment,0,0.15,0,0.01,0.17,,,,
Backyard Wrestling: Don't Try This at Home,XB,2003,Fighting,Eidos Interactive,0.13,0.04,0,0.01,0.17,,,5,7
Gauntlet: Dark Legacy,XB,2002,Action,Midway Games,0.13,0.04,0,0.01,0.17,,,8.9,10
Far East of Eden II: Manji Maru,PS2,2003,Role-Playing,Hudson Soft,0,0,0.17,0,0.17,,,,
Time and Eternity,PS3,2012,Role-Playing,Nippon Ichi Software,0.06,0.03,0.06,0.02,0.17,,,5,78
Lost Kingdoms,GC,2002,Role-Playing,Activision,0.1,0.02,0.04,0,0.17,,,8,15
Brunswick Cosmic Bowling,Wii,2010,Sports,GameMill Entertainment,0.16,0,0,0.01,0.17,,,tbd,
Pursuit Force: Extreme Justice,PSP,2007,Action,Sony Computer Entertainment,0.07,0.06,0,0.03,0.17,,,7.6,11
Disney Sing It: Family Hits,PS3,2010,Misc,Disney Interactive Studios,0.11,0.03,0,0.02,0.17,,,tbd,
Matchbox Cross Town Heroes,GBA,2002,Racing,THQ,0.12,0.04,0,0,0.17,,,,
The Cursed Crusade,PS3,2011,Action,DTP Entertainment,0.07,0.06,0.01,0.03,0.17,,,5,26
Ridge Racer Unbounded,PS3,2012,Racing,Namco Bandai Games,0.05,0.09,0,0.03,0.17,,,6,29
Wolfenstein 3D,GBA,2002,Shooter,BAM! Entertainment,0.12,0.04,0,0,0.17,,,6,7
Nobunaga no Yabou: Tenshoki,SNES,1996,Strategy,Tecmo Koei,0,0,0.17,0,0.17,,,,
NHL 07,PSP,2006,Sports,Electronic Arts,0.13,0.02,0,0.02,0.17,,,6.6,23
I'm A Celebrity: Get Me Out of Here!,Wii,2009,Misc,Mindscape,0,0.16,0,0.01,0.17,,,,
Dementium: The Ward,DS,2007,Shooter,SouthPeak Games,0.15,0.01,0,0.01,0.17,,,7.9,37
Mobile Suit Gundam: Extreme VS Force,PSV,2015,Action,Namco Bandai Games,0,0,0.17,0,0.17,,,7.3,15
Dragon Quest X,3DS,2014,Role-Playing,Square Enix,0,0,0.17,0,0.17,,,,
Learning to Spell,DS,2010,Misc,505 Games,0.16,0,0,0.01,0.17,,,tbd,
TRON: Evolution,DS,2010,Action,Disney Interactive Studios,0.11,0.04,0,0.01,0.17,,,tbd,
Sudoku Gridmaster,DS,2006,Puzzle,Nintendo,0.13,0.02,0,0.01,0.17,,,tbd,
NASCAR '14,X360,2014,Racing,Deep Silver,0.15,0,0,0.02,0.17,,,5.1,14
Super Power League,SNES,1993,Sports,Hudson Soft,0,0,0.17,0,0.17,,,,
Bakugan Battle Brawlers: Defenders of the Core,PS3,2010,Action,Activision,0.14,0.01,0,0.02,0.17,,,tbd,
Green Lantern: Rise of the Manhunters,PS3,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.05,0,0.02,0.17,,,6.7,17
Street Fighter Alpha 2,SNES,1996,Fighting,Nintendo,0,0,0.17,0,0.17,,,,
25 to Life,XB,2006,Shooter,Eidos Interactive,0.12,0.04,0,0.01,0.17,,,7.2,13
Squeeballs Party,DS,2009,Puzzle,Performance Designed Products,0.15,0,0,0.01,0.17,,,tbd,
Naval Assault: The Killing Tide,X360,2010,Simulation,505 Games,0.08,0.07,0,0.02,0.17,,,4.2,5
NASCAR '15,X360,2015,Sports,Deep Silver,0.15,0,0,0.02,0.17,,,3.8,6
NCAA Basketball 09,PS3,2008,Sports,Electronic Arts,0.15,0,0,0.01,0.17,,,tbd,
Sega Superstars,PS2,2004,Misc,Sega,0.08,0.06,0,0.02,0.17,,,7,5
MLB 11: The Show,PSP,2011,Sports,Sony Computer Entertainment,0.15,0,0,0.02,0.17,,,6,5
Bomberman Land,Wii,2007,Misc,Rising Star Games,0.11,0.01,0.03,0.01,0.17,,,8,10
Ringling Bros. and Barnum & Bailey: Circus Friends,DS,2009,Action,Take-Two Interactive,0.15,0,0,0.01,0.17,,,,
Midway Arcade Treasures,GC,2003,Misc,Midway Games,0.13,0.03,0,0,0.17,,,8.2,5
Leisure Suit Larry: Magna Cum Laude,XB,2004,Adventure,Vivendi Games,0.12,0.04,0,0.01,0.17,,,6.4,13
Mousetrap / Operation / Simon,GBA,2005,Misc,DSI Games,0.12,0.04,0,0,0.17,,,,
Pac-Man World 3,DS,2005,Platform,Namco Bandai Games,0.15,0,0,0.01,0.17,,,tbd,
Shawn Johnson Gymnastics,Wii,2010,Sports,Zoo Games,0.16,0,0,0.01,0.17,,,tbd,
NBA 09: The Inside,PS2,2008,Sports,Sony Computer Entertainment,0.08,0.06,0,0.02,0.17,,,tbd,
One Piece: Pirate Warriors 3,PSV,2015,Action,Namco Bandai Games,0,0.03,0.13,0.01,0.17,,,6.3,17
Jikkyou Powerful Pro Yakyuu 2014,PS3,2014,Sports,Konami Digital Entertainment,0,0,0.17,0,0.17,,,,
Resident Evil,SAT,1997,Action,Capcom,0,0,0.17,0,0.17,,,,
TOEIC Test Training DS,DS,2007,Misc,IE Institute,0,0,0.17,0,0.17,,,,
Itoi Shigesato no Bass Tsuri No. 1,SNES,1997,Sports,Nintendo,0,0,0.17,0,0.17,,,,
ZhuZhu Puppies,DS,2011,Simulation,Activision,0.12,0.03,0,0.01,0.17,,,tbd,
Cubivore: Survival of the Fittest,GC,2002,Adventure,Nintendo,0.01,0,0.15,0,0.17,,,8.5,21
7th Dragon III Code: VFD,3DS,2015,Role-Playing,Sega,0.04,0,0.12,0,0.17,,,8.2,38
FlatOut,XB,2004,Racing,Empire Interactive,0.12,0.04,0,0.01,0.17,,,8.2,21
Chaotic: Shadow Warriors,PS3,2009,Action,Activision,0.15,0,0,0.02,0.17,,,tbd,
Mr. Do!'s Castle,2600,1983,Action,Parker Bros.,0.15,0.01,0,0,0.17,,,,
Death Trap,2600,1982,Action,Avalon Interactive,0.15,0.01,0,0,0.17,,,,
Armor Ambush,2600,1981,Action,Mattel Interactive,0.15,0.01,0,0,0.17,,,,
Parodius,SAT,1995,Shooter,Konami Digital Entertainment,0,0,0.16,0,0.17,,,,
Easy Piano,DS,2009,Misc,Game Life,0.04,0.11,0,0.02,0.16,,,tbd,
Blood Bowl,X360,2009,Sports,Focus Home Interactive,0.13,0.02,0,0.01,0.16,,,5.1,19
Taz Wanted,PS2,2002,Platform,Atari,0.08,0.06,0,0.02,0.16,,,8.7,9
Far Cry: Primal,PC,2016,Action,Ubisoft,0.04,0.11,0,0.01,0.16,,,4.8,368
Sid Meier's Civilization IV,PC,2005,Strategy,Take-Two Interactive,0.02,0.12,0,0.03,0.16,,,8.3,909
Zoo Keeper,DS,2004,Puzzle,Ignition Entertainment,0.1,0.01,0.05,0.01,0.16,,,7.5,13
Phantasy Star Online 2,PSV,2013,Role-Playing,Sega,0,0,0.16,0,0.16,,,,
Vehicular Combat League presents Motor Mayhem,PS2,2001,Racing,Atari,0.08,0.06,0,0.02,0.16,,,,
Chuck E. Cheese's Party Games,Wii,2010,Misc,UFO Interactive,0.15,0,0,0.01,0.16,,,tbd,
Pursuit Force,PSP,2005,Racing,Sony Computer Entertainment,0.14,0.01,0,0.01,0.16,,,7.8,26
PoPoLoCrois: Hajimari no Bouken,PS2,2002,Role-Playing,Sony Computer Entertainment,0,0,0.16,0,0.16,,,,
Star Wars: Super Bombad Racing,PS2,2001,Racing,LucasArts,0.08,0.06,0,0.02,0.16,,,4.9,8
TransFormers Animated: The Game,DS,2008,Action,Activision,0.15,0,0,0.01,0.16,,,tbd,
Hamster Heroes,Wii,2008,Puzzle,Popcorn Arcade,0.16,0,0,0,0.16,,,,
Hot Wheels Velocity X,GBA,2002,Racing,THQ,0.12,0.04,0,0,0.16,,,,
Driver: San Francisco,Wii,2011,Racing,Ubisoft,0.06,0.09,0,0.02,0.16,,,6.2,10
Alien Resurrection,PS,2000,Shooter,Fox Interactive,0.09,0.06,0,0.01,0.16,,,7.5,15
World Tour Soccer 2005,PS2,2004,Sports,Sony Computer Entertainment,0.08,0.06,0,0.02,0.16,,,9,6
Disney Friends,DS,2007,Simulation,Disney Interactive Studios,0.12,0.03,0,0.01,0.16,,,7.3,4
ESPN College Hoops,PS2,2003,Sports,Sega,0.08,0.06,0,0.02,0.16,,,8.5,8
Dengeki Bunko Fighting Climax,PS3,2014,Fighting,Sega,0.05,0,0.09,0.01,0.16,,,8.2,29
F1 Championship Season 2000,PS2,2000,Racing,Electronic Arts,0.06,0.05,0.03,0.02,0.16,,,tbd,
Leisure Suit Larry: Box Office Bust,X360,2009,Adventure,Codemasters,0.14,0.01,0,0.01,0.16,,,2.5,41
Pen 1 Grand Prix: Penguin no Mondai Special,DS,2009,Fighting,Konami Digital Entertainment,0,0,0.16,0,0.16,,,,
Robotech: Battlecry,GC,2002,Shooter,TDK Mediactive,0.13,0.03,0,0,0.16,,,8.4,5
Zapper: One Wicked Cricket!,PS2,2002,Platform,Infogrames,0.08,0.06,0,0.02,0.16,,,,
Bomberman Land,PS,2000,Misc,Hudson Soft,0,0,0.15,0.01,0.16,,,,
Clash of the Titans,X360,2010,Action,Namco Bandai Games,0.08,0.06,0,0.02,0.16,,,4.1,17
Pro Evolution Soccer 2014,PSP,2013,Action,Konami Digital Entertainment,0,0.02,0.14,0,0.16,,,,
Paws & Claws: Pet Resort,GBA,2006,Simulation,THQ,0.12,0.04,0,0,0.16,,,,
Kya: Dark Lineage,PS2,2003,Adventure,Atari,0.08,0.06,0,0.02,0.16,,,8.9,28
Mirror's Edge Catalyst,XOne,2016,Platform,Electronic Arts,0.09,0.06,0,0.01,0.16,,,4.4,266
Curious George,GBA,2006,Action,Namco Bandai Games,0.12,0.04,0,0,0.16,,,tbd,
Stronghold 3,PC,2011,Strategy,N/A,0.06,0.1,0,0,0.16,,,3,350
Lethal Skies II,PS2,2003,Simulation,Sammy Corporation,0.08,0.06,0,0.02,0.16,,,tbd,
F1 2011,3DS,2011,Racing,Codemasters,0.07,0.08,0,0.02,0.16,,,6.8,13
Kamaitachi no Yoru × 3,PS2,2006,Adventure,Sega,0,0,0.16,0,0.16,,,,
Guilty Gear Judgment,PSP,2006,Fighting,Majesco Entertainment,0.13,0,0.02,0.01,0.16,,,6.6,8
Tom and Jerry: Infurnal Escape,GBA,2003,Action,Ubisoft,0.12,0.04,0,0,0.16,,,,
NCAA Football 09 All-Play,Wii,2008,Sports,Electronic Arts,0.15,0,0,0.01,0.16,,,5.8,32
Splatterhouse,PS3,N/A,Action,Namco Bandai Games,0.13,0.02,0,0.02,0.16,,,7.7,67
The Legend of Heroes VII: The Trail of Zero,PSP,2010,Role-Playing,Falcom Corporation,0,0,0.16,0,0.16,,,,
Doctor Lautrec and the Forgotten Knights,3DS,2011,Adventure,Konami Digital Entertainment,0.07,0.05,0.03,0.01,0.16,,,6.1,8
King's Field,PS,1995,Role-Playing,Sony Computer Entertainment,0.09,0.06,0,0.01,0.16,,,,
Let's Ride: Sunshine Stables,GBA,2005,Sports,DTP Entertainment,0.12,0.04,0,0,0.16,,,,
World Stadium 4,PS,2000,Sports,Namco Bandai Games,0,0,0.15,0.01,0.16,,,,
Disney's American Dragon Jake Long: Attack of the Dark Dragon,DS,2006,Action,Disney Interactive Studios,0.15,0,0,0.01,0.16,,,tbd,
Midway Arcade Treasures 2,GC,2004,Misc,Midway Games,0.13,0.03,0,0,0.16,,,tbd,
Hot Wheels World Race,GC,2003,Racing,THQ,0.13,0.03,0,0,0.16,,,7,5
San Goku Shi Taisen DS,DS,2007,Strategy,Sega,0,0,0.16,0,0.16,,,,
Monster Jam,Wii,2007,Racing,Activision,0.15,0,0,0.01,0.16,,,7.8,8
Kawa no Nushi Tsuri,PS,1998,Sports,Victor Interactive,0,0,0.15,0.01,0.16,,,,
Castlevania Judgment,Wii,2008,Fighting,Konami Digital Entertainment,0.12,0.02,0.01,0.01,0.16,,,5.9,56
Magic: The Gathering - Battlegrounds,XB,2003,Strategy,Atari,0.12,0.03,0,0.01,0.16,,,,
N2O: Nitrous Oxide,PS,1998,Racing,Gremlin Interactive Ltd,0.09,0.06,0,0.01,0.16,,,,
Dancing With The Stars,PS2,2007,Misc,Activision,0.08,0.06,0,0.02,0.16,,,tbd,
Apache: Air Assault,X360,2010,Simulation,Activision,0.12,0.03,0,0.01,0.16,,,6.4,31
Aliens: Infestation,DS,2011,Action,Sega,0.09,0.05,0,0.02,0.16,,,8.2,29
Return to PopoloCrois: A Story of Seasons Fairytale,3DS,2015,Simulation,Marvelous Entertainment,0.05,0,0.1,0.01,0.16,,,6.8,15
Angry Birds Trilogy,PS3,2012,Action,Activision,0.12,0.02,0,0.03,0.16,,,3.7,20
Otogirisou,SNES,1992,Adventure,ChunSoft,0,0,0.16,0,0.16,,,,
SD Gundam G Generation 3D,3DS,2011,Role-Playing,Namco Bandai Games,0,0,0.16,0,0.16,,,,
Crash Tag Team Racing,GC,2005,Racing,Vivendi Games,0.12,0.03,0,0,0.16,,,7.3,11
El Shaddai: Ascension of the Metatron,X360,2011,Action,Ignition Entertainment,0.07,0.05,0.03,0.01,0.16,,,7,47
NPPL: Championship Paintball 2009,PS3,2008,Shooter,Activision Value,0.15,0,0,0.01,0.16,,,7.4,10
True Swing Golf,DS,2005,Sports,Nintendo,0.11,0,0.04,0.01,0.16,,,7.7,11
TimeSplitters: Future Perfect,XB,2005,Shooter,Electronic Arts,0.12,0.03,0,0.01,0.16,,,8.9,35
Hannah Montana: Rock Out the Show,PSP,2009,Misc,Disney Interactive Studios,0.13,0.01,0,0.02,0.16,,,,
Zoo Hospital,Wii,2008,Simulation,Majesco Entertainment,0.14,0.01,0,0.01,0.16,,,tbd,
Family Feud Decades,Wii,2010,Misc,Ubisoft,0.15,0,0,0.01,0.16,,,tbd,
Midway Arcade Treasures 3,PS2,2005,Misc,Midway Games,0.08,0.06,0,0.02,0.16,,,tbd,
Goosebumps HorrorLand,Wii,2008,Adventure,Scholastic Inc.,0.15,0,0,0.01,0.16,,,3.5,8
Dr. Muto,PS2,2002,Platform,Midway Games,0.08,0.06,0,0.02,0.16,,,,
Thrillville: Off the Rails,X360,2007,Strategy,LucasArts,0.13,0.02,0,0.01,0.16,,,2.8,34
DS Rakubiki Jiten,DS,2005,Misc,Nintendo,0,0,0.16,0,0.16,,,,
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,PS2,2005,Adventure,Activision,0.08,0.06,0,0.02,0.16,,,,
Fatal Frame II: Crimson Butterfly,PS2,2003,Action,Ubisoft,0.08,0.06,0,0.02,0.16,,,9.2,100
Murdered: Soul Suspect,XOne,2014,Action,Square Enix,0.08,0.07,0,0.01,0.16,,,7,130
Shadow Man: 2econd Coming,PS2,2002,Adventure,Acclaim Entertainment,0.08,0.06,0,0.02,0.16,,,7.6,8
Yu-Gi-Oh! 5D's Tag Force 6,PSP,2011,Strategy,Konami Digital Entertainment,0,0,0.16,0,0.16,,,,
Dynasty Warriors 4,XB,2003,Action,Tecmo Koei,0.12,0.03,0,0.01,0.16,,,8.8,18
Warriors Orochi 3,X360,2011,Action,Ubisoft Annecy,0.09,0.03,0.03,0.01,0.16,,,8.1,19
Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003,Sports,Activision,0.08,0.06,0,0.02,0.16,,,9,12
The Incredibles: Rise of the Underminer,GC,2005,Action,THQ,0.12,0.03,0,0,0.16,,,6.6,7
Beowulf: The Game,PS3,2007,Action,Ubisoft,0.14,0.01,0,0.01,0.16,,,5.2,17
Dewy's Adventure,Wii,2007,Platform,Konami Digital Entertainment,0.14,0,0.01,0.01,0.16,,,6.3,15
Jikkyou Powerful Pro Yakyuu 3 '97 Haru,SNES,1997,Sports,Konami Digital Entertainment,0,0,0.16,0,0.16,,,,
Alone in the Dark: The New Nightmare,PS,N/A,Adventure,Infogrames,0.09,0.06,0,0.01,0.16,,,8.1,40
The BIGS,PS3,2007,Sports,Take-Two Interactive,0.15,0,0,0.01,0.16,,,7.2,12
Fracture,PS3,2008,Shooter,LucasArts,0.11,0.04,0,0.02,0.16,,,5.8,18
Flushed Away,GC,2006,Platform,D3Publisher,0.12,0.03,0,0,0.16,,,tbd,
NBA Live 08,Wii,2007,Sports,Electronic Arts,0.14,0,0,0.01,0.16,,,7.1,21
Summon Night EX-Thesis: Yoake no Tsubasa,PS2,2005,Role-Playing,Banpresto,0,0,0.16,0,0.16,,,,
Hyperdimension Neptunia Victory,PS3,2012,Role-Playing,Compile Heart,0.05,0.03,0.06,0.02,0.16,,,7.8,94
Pro Yaky? Spirits 3,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.16,0,0.16,,,,
Silent Scope 3,PS2,2002,Shooter,Konami Digital Entertainment,0.08,0.06,0,0.02,0.16,,,tbd,
NASCAR Heat 2002,GBA,2002,Racing,Infogrames,0.12,0.04,0,0,0.16,,,tbd,
Marble Saga: Kororinpa,Wii,2009,Puzzle,Konami Digital Entertainment,0.09,0.05,0,0.01,0.16,,,7.3,6
Namco Classic Fighter Collection,PS2,2008,Fighting,Namco Bandai Games,0.08,0.06,0,0.02,0.16,,,tbd,
International Superstar Soccer Deluxe,SNES,1995,Sports,Konami Digital Entertainment,0,0,0.16,0,0.16,,,,
Family Game Night 4: The Game Show,Wii,2011,Misc,Electronic Arts,0.12,0.03,0,0.01,0.16,,,tbd,
Intellivision Lives!,PS2,2003,Misc,Play It,0.08,0.06,0,0.02,0.16,,,,
Robots,GC,2005,Action,Vivendi Games,0.12,0.03,0,0,0.16,,,tbd,
WRC 2: FIA World Rally Championship,PS3,2011,Racing,Ubisoft,0,0.12,0,0.04,0.16,,,,
The King of Fighters XII,PS3,2009,Fighting,Ignition Entertainment,0.11,0.01,0.03,0.01,0.16,,,5.3,46
Tak: Mojo Mistake,DS,2008,Action,THQ,0.15,0,0,0.01,0.16,,,tbd,
Lego Star Wars: The Force Awakens,PS3,2016,Action,Warner Bros. Interactive Entertainment,0.04,0.1,0,0.03,0.16,,,tbd,
Dungeon Siege: Throne of Agony,PSP,2006,Role-Playing,Take-Two Interactive,0.13,0.02,0,0.02,0.16,,,8.1,21
Rio,DS,2011,Misc,THQ,0.12,0.03,0,0.01,0.16,,,tbd,
SimEarth: The Living Planet,SNES,1991,Simulation,Imagineer,0,0,0.16,0,0.16,,,,
Finding Nemo: Escape to the Big Blue,DS,2006,Action,THQ,0.12,0.03,0,0.01,0.16,,,tbd,
Sengoku Basara: Chronicle Heroes,PSP,2011,Action,Capcom,0,0,0.16,0,0.16,,,,
Grease Dance,X360,2011,Misc,505 Games,0.11,0.03,0,0.01,0.16,,,tbd,
Culdcept SAGA,X360,2006,Role-Playing,Namco Bandai Games,0.12,0,0.03,0.01,0.16,,,8.7,49
The Wild Thornberrys: Chimp Chase,GBA,2001,Action,THQ,0.11,0.04,0,0,0.16,,,tbd,
Power Stakes,PS,1997,Sports,Aques,0,0,0.15,0.01,0.16,,,,
World Series of Poker: Tournament of Champions 2007 Edition,X360,2006,Misc,Activision,0.15,0,0,0.01,0.16,,,,
Tom and Jerry in Fists of Furry,N64,2000,Fighting,Ubisoft,0.13,0.03,0,0,0.16,,,,
Hydro Thunder,N64,2000,Racing,Midway Games,0.13,0.03,0,0,0.16,,,,
Destruction Derby 64,N64,1999,Racing,THQ,0.13,0.03,0,0,0.16,,,,
Space Invaders,N64,1999,Shooter,Activision,0.13,0.03,0,0,0.16,,,,
Starcraft 64,N64,2000,Strategy,Nintendo,0.13,0.03,0,0,0.16,,,,
Buck Bumble,N64,1998,Action,Ubisoft,0.13,0.03,0,0,0.16,,,,
California Speed,N64,1999,Misc,Midway Games,0.13,0.03,0,0,0.16,,,,
Wonder Project J2: Koruro no Mori no Josette,N64,1996,Simulation,Enix Corporation,0,0,0.12,0.04,0.16,,,,
Asteroids Hyper 64,N64,1999,Shooter,Crave Entertainment,0.13,0.03,0,0,0.16,,,,
The Powerpuff Girls: Chemical X-Traction,N64,2001,Action,BAM! Entertainment,0.13,0.03,0,0,0.16,,,,
Fighters Destiny,N64,1998,Fighting,Ocean,0.13,0.03,0,0,0.16,,,,
Jikkyou Powerful Pro Yakyuu Basic-han 2001,N64,2001,Sports,Konami Digital Entertainment,0,0,0.12,0.04,0.16,,,,
The Crew,PC,2014,Racing,Ubisoft,0,0.15,0,0.01,0.16,,,6.4,463
Ready 2 Rumble Revolution,Wii,2009,Sports,Atari,0.15,0,0,0.01,0.16,,,tbd,
Create,PS3,2010,Action,Electronic Arts,0.11,0.03,0,0.02,0.16,,,5.2,5
Minna no DS Seminar: Kanpeki Kanji Ryoku,DS,2006,Misc,TDK Core,0,0,0.16,0,0.16,,,,
Macross Ace Frontier,PSP,2008,Simulation,Namco Bandai Games,0,0,0.16,0,0.16,,,,
Black & Bruised,PS2,2003,Fighting,Vivendi Games,0.08,0.06,0,0.02,0.16,,,,
Eragon,DS,2006,Action,Vivendi Games,0.13,0.02,0,0.01,0.16,,,7.6,13
TimeShift,PS3,2007,Shooter,Vivendi Games,0.14,0,0,0.01,0.16,,,6.3,27
.hack//G.U. Vol.2//Reminisce (jp sales),PS2,2006,Role-Playing,Namco Bandai Games,0,0,0.16,0,0.16,,,,
Rapala Pro Fishing,XB,2004,Sports,Zoo Digital Publishing,0.12,0.03,0,0.01,0.16,,,tbd,
Spyro: Shadow Legacy,DS,2005,Action,Vivendi Games,0.14,0.01,0,0.01,0.16,,,5.7,16
Just Dance: Disney Party,X360,2012,Misc,Ubisoft,0.13,0.02,0,0.02,0.16,,,tbd,
The Sims 3: Seasons,PC,2012,Simulation,Electronic Arts,0,0.13,0,0.02,0.16,,,7.5,48
Our House,DS,2009,Strategy,Majesco Entertainment,0.15,0,0,0.01,0.16,,,tbd,
Bakugan Battle Brawlers: Defenders of the Core,Wii,2010,Action,Activision,0.14,0,0,0.01,0.16,,,tbd,
Guilty Gear Xrd: Sign,PS4,2014,Fighting,Arc System Works,0.1,0,0.04,0.02,0.16,,,,
Sid Meier's Pirates!,Wii,2010,Strategy,Take-Two Interactive,0.13,0.02,0,0.01,0.16,,,,
Scarface: Money. Power. Respect.,PSP,2006,Strategy,Vivendi Games,0.15,0,0,0.01,0.16,,,3.1,15
Angry Birds Star Wars,XOne,2013,Strategy,Activision,0.11,0.04,0,0.02,0.16,,,6.9,63
Ghost in the Shell: Stand Alone Complex,PS2,2004,Adventure,Namco Bandai Games,0.08,0.06,0,0.02,0.16,,,,
Blitz: The League,X360,2006,Sports,Midway Games,0.15,0,0,0.01,0.16,,,6.5,14
Battle Soccer: Field no Hasha,SNES,1992,Sports,Banpresto,0,0,0.16,0,0.16,,,,
Yakuza Kiwami,PS4,2016,Adventure,Sega,0,0,0.16,0,0.16,,,,
